Temp UID,SF 1.0 Object,SF 1.0 Field,SF 2.0 Object,SF 2.0 Field,Ignore,temp,Filter Logic (SOQL),Transformation Logic (JSON)
CRMfusionDBR101__Batch_Key_Builder_Data__c-CRMfusionDBR101__Total_Batches__c,CRMfusionDBR101__Batch_Key_Builder_Data__c,CRMfusionDBR101__Total_Batches__c,,,TRUE,,,
CRMfusionDBR101__Batch_Key_Builder_Data__c-CRMfusionDBR101__Total_Duration__c,CRMfusionDBR101__Batch_Key_Builder_Data__c,CRMfusionDBR101__Total_Duration__c,,,TRUE,,,
CRMfusionDBR101__Block_Bypass__c-Id,CRMfusionDBR101__Block_Bypass__c,Id,,,TRUE,,,
CRMfusionDBR101__Block_Bypass__c-OwnerId,CRMfusionDBR101__Block_Bypass__c,OwnerId,,,TRUE,,,
CRMfusionDBR101__Block_Bypass__c-IsDeleted,CRMfusionDBR101__Block_Bypass__c,IsDeleted,,,TRUE,,,
CRMfusionDBR101__Block_Bypass__c-Name,CRMfusionDBR101__Block_Bypass__c,Name,,,TRUE,,,
CRMfusionDBR101__Block_Bypass__c-CreatedDate,CRMfusionDBR101__Block_Bypass__c,CreatedDate,,,TRUE,,,
CRMfusionDBR101__Block_Bypass__c-CreatedById,CRMfusionDBR101__Block_Bypass__c,CreatedById,,,TRUE,,,
CRMfusionDBR101__Block_Bypass__c-LastModifiedDate,CRMfusionDBR101__Block_Bypass__c,LastModifiedDate,,,TRUE,,,
CRMfusionDBR101__Block_Bypass__c-LastModifiedById,CRMfusionDBR101__Block_Bypass__c,LastModifiedById,,,TRUE,,,
CRMfusionDBR101__Block_Bypass__c-SystemModstamp,CRMfusionDBR101__Block_Bypass__c,SystemModstamp,,,TRUE,,,
CRMfusionDBR101__Convert_Display_Field__c-Id,CRMfusionDBR101__Convert_Display_Field__c,Id,,,TRUE,,,
CRMfusionDBR101__Convert_Display_Field__c-IsDeleted,CRMfusionDBR101__Convert_Display_Field__c,IsDeleted,,,TRUE,,,
CRMfusionDBR101__Convert_Display_Field__c-Name,CRMfusionDBR101__Convert_Display_Field__c,Name,,,TRUE,,,
CRMfusionDBR101__Convert_Display_Field__c-SetupOwnerId,CRMfusionDBR101__Convert_Display_Field__c,SetupOwnerId,,,TRUE,,,
CRMfusionDBR101__Convert_Display_Field__c-CreatedDate,CRMfusionDBR101__Convert_Display_Field__c,CreatedDate,,,TRUE,,,
CRMfusionDBR101__Convert_Display_Field__c-CreatedById,CRMfusionDBR101__Convert_Display_Field__c,CreatedById,,,TRUE,,,
CRMfusionDBR101__Convert_Display_Field__c-LastModifiedDate,CRMfusionDBR101__Convert_Display_Field__c,LastModifiedDate,,,TRUE,,,
CRMfusionDBR101__Convert_Display_Field__c-LastModifiedById,CRMfusionDBR101__Convert_Display_Field__c,LastModifiedById,,,TRUE,,,
CRMfusionDBR101__Convert_Display_Field__c-SystemModstamp,CRMfusionDBR101__Convert_Display_Field__c,SystemModstamp,,,TRUE,,,
CRMfusionDBR101__Convert_Display_Field__c-CRMfusionDBR101__Field__c,CRMfusionDBR101__Convert_Display_Field__c,CRMfusionDBR101__Field__c,,,TRUE,,,
CRMfusionDBR101__Convert_Display_Field__c-CRMfusionDBR101__Index__c,CRMfusionDBR101__Convert_Display_Field__c,CRMfusionDBR101__Index__c,,,TRUE,,,
CRMfusionDBR101__Convert_Display_Field__c-CRMfusionDBR101__Object__c,CRMfusionDBR101__Convert_Display_Field__c,CRMfusionDBR101__Object__c,,,TRUE,,,
CRMfusionDBR101__Country_Mapping__c-Id,CRMfusionDBR101__Country_Mapping__c,Id,,,TRUE,,,
CRMfusionDBR101__Country_Mapping__c-IsDeleted,CRMfusionDBR101__Country_Mapping__c,IsDeleted,,,TRUE,,,
CRMfusionDBR101__Country_Mapping__c-Name,CRMfusionDBR101__Country_Mapping__c,Name,,,TRUE,,,
CRMfusionDBR101__Country_Mapping__c-SetupOwnerId,CRMfusionDBR101__Country_Mapping__c,SetupOwnerId,,,TRUE,,,
CRMfusionDBR101__Country_Mapping__c-CreatedDate,CRMfusionDBR101__Country_Mapping__c,CreatedDate,,,TRUE,,,
CRMfusionDBR101__Country_Mapping__c-CreatedById,CRMfusionDBR101__Country_Mapping__c,CreatedById,,,TRUE,,,
CRMfusionDBR101__Country_Mapping__c-LastModifiedDate,CRMfusionDBR101__Country_Mapping__c,LastModifiedDate,,,TRUE,,,
CRMfusionDBR101__Country_Mapping__c-LastModifiedById,CRMfusionDBR101__Country_Mapping__c,LastModifiedById,,,TRUE,,,
CRMfusionDBR101__Country_Mapping__c-SystemModstamp,CRMfusionDBR101__Country_Mapping__c,SystemModstamp,,,TRUE,,,
CRMfusionDBR101__Country_Mapping__c-CRMfusionDBR101__Country_Code__c,CRMfusionDBR101__Country_Mapping__c,CRMfusionDBR101__Country_Code__c,,,TRUE,,,
CRMfusionDBR101__Country_Mapping__c-CRMfusionDBR101__Country_Value__c,CRMfusionDBR101__Country_Mapping__c,CRMfusionDBR101__Country_Value__c,,,TRUE,,,
CRMfusionDBR101__DupeBlocker_Log__c-Id,CRMfusionDBR101__DupeBlocker_Log__c,Id,,,TRUE,,,
CRMfusionDBR101__DupeBlocker_Log__c-OwnerId,CRMfusionDBR101__DupeBlocker_Log__c,OwnerId,,,TRUE,,,
CRMfusionDBR101__DupeBlocker_Log__c-IsDeleted,CRMfusionDBR101__DupeBlocker_Log__c,IsDeleted,,,TRUE,,,
CRMfusionDBR101__DupeBlocker_Log__c-Name,CRMfusionDBR101__DupeBlocker_Log__c,Name,,,TRUE,,,
CRMfusionDBR101__DupeBlocker_Log__c-CreatedDate,CRMfusionDBR101__DupeBlocker_Log__c,CreatedDate,,,TRUE,,,
CRMfusionDBR101__DupeBlocker_Log__c-CreatedById,CRMfusionDBR101__DupeBlocker_Log__c,CreatedById,,,TRUE,,,
CRMfusionDBR101__DupeBlocker_Log__c-LastModifiedDate,CRMfusionDBR101__DupeBlocker_Log__c,LastModifiedDate,,,TRUE,,,
CRMfusionDBR101__DupeBlocker_Log__c-LastModifiedById,CRMfusionDBR101__DupeBlocker_Log__c,LastModifiedById,,,TRUE,,,
CRMfusionDBR101__DupeBlocker_Log__c-SystemModstamp,CRMfusionDBR101__DupeBlocker_Log__c,SystemModstamp,,,TRUE,,,
CRMfusionDBR101__DupeBlocker_Log__c-LastViewedDate,CRMfusionDBR101__DupeBlocker_Log__c,LastViewedDate,,,TRUE,,,
CRMfusionDBR101__DupeBlocker_Log__c-LastReferencedDate,CRMfusionDBR101__DupeBlocker_Log__c,LastReferencedDate,,,TRUE,,,
CRMfusionDBR101__DupeBlocker_Log__c-CRMfusionDBR101__Date_Time__c,CRMfusionDBR101__DupeBlocker_Log__c,CRMfusionDBR101__Date_Time__c,,,TRUE,,,
CRMfusionDBR101__DupeBlocker_Log__c-CRMfusionDBR101__Event_Type__c,CRMfusionDBR101__DupeBlocker_Log__c,CRMfusionDBR101__Event_Type__c,,,TRUE,,,
CRMfusionDBR101__DupeBlocker_Log__c-CRMfusionDBR101__Message__c,CRMfusionDBR101__DupeBlocker_Log__c,CRMfusionDBR101__Message__c,,,TRUE,,,
CRMfusionDBR101__DupeBlocker_Log__c-CRMfusionDBR101__User__c,CRMfusionDBR101__DupeBlocker_Log__c,CRMfusionDBR101__User__c,,,TRUE,,,
CRMfusionDBR101__Duplicate_Warning__c-Id,CRMfusionDBR101__Duplicate_Warning__c,Id,,,TRUE,,,
CRMfusionDBR101__Duplicate_Warning__c-IsDeleted,CRMfusionDBR101__Duplicate_Warning__c,IsDeleted,,,TRUE,,,
CRMfusionDBR101__Duplicate_Warning__c-Name,CRMfusionDBR101__Duplicate_Warning__c,Name,,,TRUE,,,
CRMfusionDBR101__Duplicate_Warning__c-CreatedDate,CRMfusionDBR101__Duplicate_Warning__c,CreatedDate,,,TRUE,,,
CRMfusionDBR101__Duplicate_Warning__c-CreatedById,CRMfusionDBR101__Duplicate_Warning__c,CreatedById,,,TRUE,,,
CRMfusionDBR101__Duplicate_Warning__c-LastModifiedDate,CRMfusionDBR101__Duplicate_Warning__c,LastModifiedDate,,,TRUE,,,
CRMfusionDBR101__Duplicate_Warning__c-LastModifiedById,CRMfusionDBR101__Duplicate_Warning__c,LastModifiedById,,,TRUE,,,
CRMfusionDBR101__Duplicate_Warning__c-SystemModstamp,CRMfusionDBR101__Duplicate_Warning__c,SystemModstamp,,,TRUE,,,
CRMfusionDBR101__Duplicate_Warning__c-LastActivityDate,CRMfusionDBR101__Duplicate_Warning__c,LastActivityDate,,,TRUE,,,
CRMfusionDBR101__Duplicate_Warning__c-LastViewedDate,CRMfusionDBR101__Duplicate_Warning__c,LastViewedDate,,,TRUE,,,
CRMfusionDBR101__Duplicate_Warning__c-LastReferencedDate,CRMfusionDBR101__Duplicate_Warning__c,LastReferencedDate,,,TRUE,,,
CRMfusionDBR101__Duplicate_Warning__c-CRMfusionDBR101__Scenario__c,CRMfusionDBR101__Duplicate_Warning__c,CRMfusionDBR101__Scenario__c,,,TRUE,,,
CRMfusionDBR101__Duplicate_Warning__c-CRMfusionDBR101__Action__c,CRMfusionDBR101__Duplicate_Warning__c,CRMfusionDBR101__Action__c,,,TRUE,,,
CRMfusionDBR101__Duplicate_Warning__c-CRMfusionDBR101__Key__c,CRMfusionDBR101__Duplicate_Warning__c,CRMfusionDBR101__Key__c,,,TRUE,,,
CRMfusionDBR101__Duplicate_Warning__c-CRMfusionDBR101__Scenario_Type__c,CRMfusionDBR101__Duplicate_Warning__c,CRMfusionDBR101__Scenario_Type__c,,,TRUE,,,
CRMfusionDBR101__Duplicate_Warning__c-CRMfusionDBR101__Unused_Datetime__c,CRMfusionDBR101__Duplicate_Warning__c,CRMfusionDBR101__Unused_Datetime__c,,,TRUE,,,
CRMfusionDBR101__FirstName_Mapping__c-Id,CRMfusionDBR101__FirstName_Mapping__c,Id,,,TRUE,,,
CRMfusionDBR101__FirstName_Mapping__c-IsDeleted,CRMfusionDBR101__FirstName_Mapping__c,IsDeleted,,,TRUE,,,
CRMfusionDBR101__FirstName_Mapping__c-Name,CRMfusionDBR101__FirstName_Mapping__c,Name,,,TRUE,,,
CRMfusionDBR101__FirstName_Mapping__c-SetupOwnerId,CRMfusionDBR101__FirstName_Mapping__c,SetupOwnerId,,,TRUE,,,
CRMfusionDBR101__FirstName_Mapping__c-CreatedDate,CRMfusionDBR101__FirstName_Mapping__c,CreatedDate,,,TRUE,,,
CRMfusionDBR101__FirstName_Mapping__c-CreatedById,CRMfusionDBR101__FirstName_Mapping__c,CreatedById,,,TRUE,,,
CRMfusionDBR101__FirstName_Mapping__c-LastModifiedDate,CRMfusionDBR101__FirstName_Mapping__c,LastModifiedDate,,,TRUE,,,
