Temp UID,SF 1.0 Object,SF 1.0 Field,SF 2.0 Object,SF 2.0 Field,Ignore,temp,Filter Logic (SOQL),Transformation Logic (JSON)
dfsle__EnvelopeConfiguration__c-dfsle__Remind__c,dfsle__EnvelopeConfiguration__c,dfsle__Remind__c,dfsle__EnvelopeConfiguration__c,dfsle__Remind__c,TRUE,,,
dfsle__EnvelopeConfiguration__c-dfsle__SenderPermissions__c,dfsle__EnvelopeConfiguration__c,dfsle__SenderPermissions__c,dfsle__EnvelopeConfiguration__c,dfsle__SenderPermissions__c,TRUE,,,
dfsle__EnvelopeConfiguration__c-dfsle__Sender__c,dfsle__EnvelopeConfiguration__c,dfsle__Sender__c,dfsle__EnvelopeConfiguration__c,dfsle__Sender__c,TRUE,,,
dfsle__EnvelopeConfiguration__c-dfsle__SendingExperience__c,dfsle__EnvelopeConfiguration__c,dfsle__SendingExperience__c,dfsle__EnvelopeConfiguration__c,dfsle__SendingExperience__c,TRUE,,,
dfsle__EnvelopeConfiguration__c-dfsle__ShowChatterSettings__c,dfsle__EnvelopeConfiguration__c,dfsle__ShowChatterSettings__c,dfsle__EnvelopeConfiguration__c,dfsle__ShowChatterSettings__c,TRUE,,,
dfsle__EnvelopeConfiguration__c-dfsle__ShowEmailMessage__c,dfsle__EnvelopeConfiguration__c,dfsle__ShowEmailMessage__c,dfsle__EnvelopeConfiguration__c,dfsle__ShowEmailMessage__c,TRUE,,,
dfsle__EnvelopeConfiguration__c-dfsle__ShowEmailSubject__c,dfsle__EnvelopeConfiguration__c,dfsle__ShowEmailSubject__c,dfsle__EnvelopeConfiguration__c,dfsle__ShowEmailSubject__c,TRUE,,,
dfsle__EnvelopeConfiguration__c-dfsle__ShowRemindExpire__c,dfsle__EnvelopeConfiguration__c,dfsle__ShowRemindExpire__c,dfsle__EnvelopeConfiguration__c,dfsle__ShowRemindExpire__c,TRUE,,,
dfsle__EnvelopeConfiguration__c-dfsle__ShowSendButton__c,dfsle__EnvelopeConfiguration__c,dfsle__ShowSendButton__c,dfsle__EnvelopeConfiguration__c,dfsle__ShowSendButton__c,TRUE,,,
dfsle__EnvelopeConfiguration__c-dfsle__ShowTagButton__c,dfsle__EnvelopeConfiguration__c,dfsle__ShowTagButton__c,dfsle__EnvelopeConfiguration__c,dfsle__ShowTagButton__c,TRUE,,,
dfsle__EnvelopeConfiguration__c-dfsle__SourceObject__c,dfsle__EnvelopeConfiguration__c,dfsle__SourceObject__c,dfsle__EnvelopeConfiguration__c,dfsle__SourceObject__c,TRUE,,,
dfsle__EnvelopeConfiguration__c-dfsle__TemplateType__c,dfsle__EnvelopeConfiguration__c,dfsle__TemplateType__c,dfsle__EnvelopeConfiguration__c,dfsle__TemplateType__c,TRUE,,,
dfsle__EnvelopeConfiguration__c-dfsle__SenderDocuSignUserName__c,dfsle__EnvelopeConfiguration__c,dfsle__SenderDocuSignUserName__c,dfsle__EnvelopeConfiguration__c,dfsle__SenderDocuSignUserName__c,TRUE,,,
dfsle__EnvelopeConfiguration__c-dfsle__SenderSalesforceUserName__c,dfsle__EnvelopeConfiguration__c,dfsle__SenderSalesforceUserName__c,dfsle__EnvelopeConfiguration__c,dfsle__SenderSalesforceUserName__c,TRUE,,,
dfsle__EnvelopeConfigurationDocument__c-Id,dfsle__EnvelopeConfigurationDocument__c,Id,dfsle__EnvelopeConfigurationDocument__c,Id,TRUE,,,
dfsle__EnvelopeConfigurationDocument__c-IsDeleted,dfsle__EnvelopeConfigurationDocument__c,IsDeleted,dfsle__EnvelopeConfigurationDocument__c,IsDeleted,TRUE,,,
dfsle__EnvelopeConfigurationDocument__c-Name,dfsle__EnvelopeConfigurationDocument__c,Name,dfsle__EnvelopeConfigurationDocument__c,Name,TRUE,,,
dfsle__EnvelopeConfigurationDocument__c-CreatedDate,dfsle__EnvelopeConfigurationDocument__c,CreatedDate,dfsle__EnvelopeConfigurationDocument__c,CreatedDate,TRUE,,,
dfsle__EnvelopeConfigurationDocument__c-CreatedById,dfsle__EnvelopeConfigurationDocument__c,CreatedById,dfsle__EnvelopeConfigurationDocument__c,CreatedById,TRUE,,,
dfsle__EnvelopeConfigurationDocument__c-LastModifiedDate,dfsle__EnvelopeConfigurationDocument__c,LastModifiedDate,dfsle__EnvelopeConfigurationDocument__c,LastModifiedDate,TRUE,,,
dfsle__EnvelopeConfigurationDocument__c-LastModifiedById,dfsle__EnvelopeConfigurationDocument__c,LastModifiedById,dfsle__EnvelopeConfigurationDocument__c,LastModifiedById,TRUE,,,
dfsle__EnvelopeConfigurationDocument__c-SystemModstamp,dfsle__EnvelopeConfigurationDocument__c,SystemModstamp,dfsle__EnvelopeConfigurationDocument__c,SystemModstamp,TRUE,,,
dfsle__EnvelopeConfigurationDocument__c-dfsle__EnvelopeConfiguration__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__EnvelopeConfiguration__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__EnvelopeConfiguration__c,TRUE,,,
dfsle__EnvelopeConfigurationDocument__c-dfsle__Extension__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__Extension__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__Extension__c,TRUE,,,
dfsle__EnvelopeConfigurationDocument__c-dfsle__Filter__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__Filter__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__Filter__c,TRUE,,,
dfsle__EnvelopeConfigurationDocument__c-dfsle__Name__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__Name__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__Name__c,TRUE,,,
dfsle__EnvelopeConfigurationDocument__c-dfsle__ReadOnly__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__ReadOnly__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__ReadOnly__c,TRUE,,,
dfsle__EnvelopeConfigurationDocument__c-dfsle__Required__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__Required__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__Required__c,TRUE,,,
dfsle__EnvelopeConfigurationDocument__c-dfsle__Sequence__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__Sequence__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__Sequence__c,TRUE,,,
dfsle__EnvelopeConfigurationDocument__c-dfsle__SourceId__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__SourceId__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__SourceId__c,TRUE,,,
dfsle__EnvelopeConfigurationDocument__c-dfsle__Type__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__Type__c,dfsle__EnvelopeConfigurationDocument__c,dfsle__Type__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-Id,dfsle__EnvelopeConfigurationRecipient__c,Id,dfsle__EnvelopeConfigurationRecipient__c,Id,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-IsDeleted,dfsle__EnvelopeConfigurationRecipient__c,IsDeleted,dfsle__EnvelopeConfigurationRecipient__c,IsDeleted,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-Name,dfsle__EnvelopeConfigurationRecipient__c,Name,dfsle__EnvelopeConfigurationRecipient__c,Name,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-CreatedDate,dfsle__EnvelopeConfigurationRecipient__c,CreatedDate,dfsle__EnvelopeConfigurationRecipient__c,CreatedDate,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-CreatedById,dfsle__EnvelopeConfigurationRecipient__c,CreatedById,dfsle__EnvelopeConfigurationRecipient__c,CreatedById,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-LastModifiedDate,dfsle__EnvelopeConfigurationRecipient__c,LastModifiedDate,dfsle__EnvelopeConfigurationRecipient__c,LastModifiedDate,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-LastModifiedById,dfsle__EnvelopeConfigurationRecipient__c,LastModifiedById,dfsle__EnvelopeConfigurationRecipient__c,LastModifiedById,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-SystemModstamp,dfsle__EnvelopeConfigurationRecipient__c,SystemModstamp,dfsle__EnvelopeConfigurationRecipient__c,SystemModstamp,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__EnvelopeConfiguration__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__EnvelopeConfiguration__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__EnvelopeConfiguration__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__AccessCode__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__AccessCode__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__AccessCode__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__DeliverBySms__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__DeliverBySms__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__DeliverBySms__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__EmailMessage__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__EmailMessage__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__EmailMessage__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__EmailSubject__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__EmailSubject__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__EmailSubject__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__Email__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Email__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Email__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__Filter__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Filter__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Filter__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__HostEmail__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__HostEmail__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__HostEmail__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__HostName__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__HostName__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__HostName__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__IdCheckRequired__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__IdCheckRequired__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__IdCheckRequired__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__IncrementRoutingOrder__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__IncrementRoutingOrder__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__IncrementRoutingOrder__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__IsSender__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__IsSender__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__IsSender__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__Language__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Language__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Language__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__Name__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Name__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Name__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__Note__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Note__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Note__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__ReadOnly__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__ReadOnly__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__ReadOnly__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__Relationship__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Relationship__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Relationship__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__Required__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Required__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Required__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__Roles__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Roles__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Roles__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__RoutingOrder__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__RoutingOrder__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__RoutingOrder__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__Sequence__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Sequence__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Sequence__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__SignNow__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__SignNow__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__SignNow__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__SigningGroupId__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__SigningGroupId__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__SigningGroupId__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__SigningGroupName__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__SigningGroupName__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__SigningGroupName__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__SmsPhoneNumber__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__SmsPhoneNumber__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__SmsPhoneNumber__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__SourceId__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__SourceId__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__SourceId__c,TRUE,,,
dfsle__EnvelopeConfigurationRecipient__c-dfsle__Type__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Type__c,dfsle__EnvelopeConfigurationRecipient__c,dfsle__Type__c,TRUE,,,
dfsle__EnvelopeLocalization__c-Id,dfsle__EnvelopeLocalization__c,Id,dfsle__EnvelopeLocalization__c,Id,TRUE,,,
dfsle__EnvelopeLocalization__c-OwnerId,dfsle__EnvelopeLocalization__c,OwnerId,dfsle__EnvelopeLocalization__c,OwnerId,TRUE,,,
dfsle__EnvelopeLocalization__c-IsDeleted,dfsle__EnvelopeLocalization__c,IsDeleted,dfsle__EnvelopeLocalization__c,IsDeleted,TRUE,,,
dfsle__EnvelopeLocalization__c-Name,dfsle__EnvelopeLocalization__c,Name,dfsle__EnvelopeLocalization__c,Name,TRUE,,,
dfsle__EnvelopeLocalization__c-CreatedDate,dfsle__EnvelopeLocalization__c,CreatedDate,dfsle__EnvelopeLocalization__c,CreatedDate,TRUE,,,
dfsle__EnvelopeLocalization__c-CreatedById,dfsle__EnvelopeLocalization__c,CreatedById,dfsle__EnvelopeLocalization__c,CreatedById,TRUE,,,
dfsle__EnvelopeLocalization__c-LastModifiedDate,dfsle__EnvelopeLocalization__c,LastModifiedDate,dfsle__EnvelopeLocalization__c,LastModifiedDate,TRUE,,,
dfsle__EnvelopeLocalization__c-LastModifiedById,dfsle__EnvelopeLocalization__c,LastModifiedById,dfsle__EnvelopeLocalization__c,LastModifiedById,TRUE,,,
dfsle__EnvelopeLocalization__c-SystemModstamp,dfsle__EnvelopeLocalization__c,SystemModstamp,dfsle__EnvelopeLocalization__c,SystemModstamp,TRUE,,,
dfsle__EnvelopeLocalization__c-dfsle__EmailMessage__c,dfsle__EnvelopeLocalization__c,dfsle__EmailMessage__c,dfsle__EnvelopeLocalization__c,dfsle__EmailMessage__c,TRUE,,,
dfsle__EnvelopeLocalization__c-dfsle__EmailSubject__c,dfsle__EnvelopeLocalization__c,dfsle__EmailSubject__c,dfsle__EnvelopeLocalization__c,dfsle__EmailSubject__c,TRUE,,,
dfsle__EnvelopeLocalization__c-dfsle__Language__c,dfsle__EnvelopeLocalization__c,dfsle__Language__c,dfsle__EnvelopeLocalization__c,dfsle__Language__c,TRUE,,,
dfsle__EnvelopeStatus__c-Id,dfsle__EnvelopeStatus__c,Id,dfsle__EnvelopeStatus__c,Id,TRUE,,,
dfsle__EnvelopeStatus__c-OwnerId,dfsle__EnvelopeStatus__c,OwnerId,dfsle__EnvelopeStatus__c,OwnerId,TRUE,,,
dfsle__EnvelopeStatus__c-IsDeleted,dfsle__EnvelopeStatus__c,IsDeleted,dfsle__EnvelopeStatus__c,IsDeleted,TRUE,,,
dfsle__EnvelopeStatus__c-Name,dfsle__EnvelopeStatus__c,Name,dfsle__EnvelopeStatus__c,Name,TRUE,,,
dfsle__EnvelopeStatus__c-CreatedDate,dfsle__EnvelopeStatus__c,CreatedDate,dfsle__EnvelopeStatus__c,CreatedDate,TRUE,,,
dfsle__EnvelopeStatus__c-CreatedById,dfsle__EnvelopeStatus__c,CreatedById,dfsle__EnvelopeStatus__c,CreatedById,TRUE,,,
dfsle__EnvelopeStatus__c-LastModifiedDate,dfsle__EnvelopeStatus__c,LastModifiedDate,dfsle__EnvelopeStatus__c,LastModifiedDate,TRUE,,,
dfsle__EnvelopeStatus__c-LastModifiedById,dfsle__EnvelopeStatus__c,LastModifiedById,dfsle__EnvelopeStatus__c,LastModifiedById,TRUE,,,
dfsle__EnvelopeStatus__c-SystemModstamp,dfsle__EnvelopeStatus__c,SystemModstamp,dfsle__EnvelopeStatus__c,SystemModstamp,TRUE,,,
dfsle__EnvelopeStatus__c-LastActivityDate,dfsle__EnvelopeStatus__c,LastActivityDate,dfsle__EnvelopeStatus__c,LastActivityDate,TRUE,,,
dfsle__EnvelopeStatus__c-LastViewedDate,dfsle__EnvelopeStatus__c,LastViewedDate,dfsle__EnvelopeStatus__c,LastViewedDate,TRUE,,,
dfsle__EnvelopeStatus__c-LastReferencedDate,dfsle__EnvelopeStatus__c,LastReferencedDate,dfsle__EnvelopeStatus__c,LastReferencedDate,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__Account__c,dfsle__EnvelopeStatus__c,dfsle__Account__c,dfsle__EnvelopeStatus__c,dfsle__Account__c,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__Case__c,dfsle__EnvelopeStatus__c,dfsle__Case__c,dfsle__EnvelopeStatus__c,dfsle__Case__c,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__Completed__c,dfsle__EnvelopeStatus__c,dfsle__Completed__c,dfsle__EnvelopeStatus__c,dfsle__Completed__c,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__Contact__c,dfsle__EnvelopeStatus__c,dfsle__Contact__c,dfsle__EnvelopeStatus__c,dfsle__Contact__c,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__Contract__c,dfsle__EnvelopeStatus__c,dfsle__Contract__c,dfsle__EnvelopeStatus__c,dfsle__Contract__c,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__DocuSignId__c,dfsle__EnvelopeStatus__c,dfsle__DocuSignId__c,dfsle__EnvelopeStatus__c,dfsle__DocuSignId__c,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__EmailSubject__c,dfsle__EnvelopeStatus__c,dfsle__EmailSubject__c,dfsle__EnvelopeStatus__c,dfsle__EmailSubject__c,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__Expires__c,dfsle__EnvelopeStatus__c,dfsle__Expires__c,dfsle__EnvelopeStatus__c,dfsle__Expires__c,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__LastStatusUpdate__c,dfsle__EnvelopeStatus__c,dfsle__LastStatusUpdate__c,dfsle__EnvelopeStatus__c,dfsle__LastStatusUpdate__c,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__Lead__c,dfsle__EnvelopeStatus__c,dfsle__Lead__c,dfsle__EnvelopeStatus__c,dfsle__Lead__c,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__Opportunity__c,dfsle__EnvelopeStatus__c,dfsle__Opportunity__c,dfsle__EnvelopeStatus__c,dfsle__Opportunity__c,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__Reason__c,dfsle__EnvelopeStatus__c,dfsle__Reason__c,dfsle__EnvelopeStatus__c,dfsle__Reason__c,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__SenderEmail__c,dfsle__EnvelopeStatus__c,dfsle__SenderEmail__c,dfsle__EnvelopeStatus__c,dfsle__SenderEmail__c,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__SenderName__c,dfsle__EnvelopeStatus__c,dfsle__SenderName__c,dfsle__EnvelopeStatus__c,dfsle__SenderName__c,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__Sent__c,dfsle__EnvelopeStatus__c,dfsle__Sent__c,dfsle__EnvelopeStatus__c,dfsle__Sent__c,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__SourceId__c,dfsle__EnvelopeStatus__c,dfsle__SourceId__c,dfsle__EnvelopeStatus__c,dfsle__SourceId__c,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__Status__c,dfsle__EnvelopeStatus__c,dfsle__Status__c,dfsle__EnvelopeStatus__c,dfsle__Status__c,TRUE,,,
dfsle__EnvelopeStatus__c-dfsle__TimeToComplete__c,dfsle__EnvelopeStatus__c,dfsle__TimeToComplete__c,dfsle__EnvelopeStatus__c,dfsle__TimeToComplete__c,TRUE,,,
dfsle__EOS_Type__c-Id,dfsle__EOS_Type__c,Id,dfsle__EOS_Type__c,Id,TRUE,,,
dfsle__EOS_Type__c-IsDeleted,dfsle__EOS_Type__c,IsDeleted,dfsle__EOS_Type__c,IsDeleted,TRUE,,,
dfsle__EOS_Type__c-Name,dfsle__EOS_Type__c,Name,dfsle__EOS_Type__c,Name,TRUE,,,
dfsle__EOS_Type__c-SetupOwnerId,dfsle__EOS_Type__c,SetupOwnerId,dfsle__EOS_Type__c,SetupOwnerId,TRUE,,,
dfsle__EOS_Type__c-CreatedDate,dfsle__EOS_Type__c,CreatedDate,dfsle__EOS_Type__c,CreatedDate,TRUE,,,
dfsle__EOS_Type__c-CreatedById,dfsle__EOS_Type__c,CreatedById,dfsle__EOS_Type__c,CreatedById,TRUE,,,
dfsle__EOS_Type__c-LastModifiedDate,dfsle__EOS_Type__c,LastModifiedDate,dfsle__EOS_Type__c,LastModifiedDate,TRUE,,,
dfsle__EOS_Type__c-LastModifiedById,dfsle__EOS_Type__c,LastModifiedById,dfsle__EOS_Type__c,LastModifiedById,TRUE,,,
dfsle__EOS_Type__c-SystemModstamp,dfsle__EOS_Type__c,SystemModstamp,dfsle__EOS_Type__c,SystemModstamp,TRUE,,,
dfsle__EOS_Type__c-dfsle__DoNotConvertSpecialCharacters__c,dfsle__EOS_Type__c,dfsle__DoNotConvertSpecialCharacters__c,dfsle__EOS_Type__c,dfsle__DoNotConvertSpecialCharacters__c,TRUE,,,
dfsle__EOS_Type__c-dfsle__FolderNameFormat__c,dfsle__EOS_Type__c,dfsle__FolderNameFormat__c,dfsle__EOS_Type__c,dfsle__FolderNameFormat__c,TRUE,,,
dfsle__EOS_Type__c-dfsle__FolderName__c,dfsle__EOS_Type__c,dfsle__FolderName__c,dfsle__EOS_Type__c,dfsle__FolderName__c,TRUE,,,
dfsle__EOS_Type__c-dfsle__IsLegacyFileIt__c,dfsle__EOS_Type__c,dfsle__IsLegacyFileIt__c,dfsle__EOS_Type__c,dfsle__IsLegacyFileIt__c,TRUE,,,
dfsle__EOS_Type__c-dfsle__PathFormat__c,dfsle__EOS_Type__c,dfsle__PathFormat__c,dfsle__EOS_Type__c,dfsle__PathFormat__c,TRUE,,,
dfsle__EOS_Type__c-dfsle__Path__c,dfsle__EOS_Type__c,dfsle__Path__c,dfsle__EOS_Type__c,dfsle__Path__c,TRUE,,,
dfsle__EOS_Type__c-dfsle__Variables__c,dfsle__EOS_Type__c,dfsle__Variables__c,dfsle__EOS_Type__c,dfsle__Variables__c,TRUE,,,
dfsle__GenTemplate__c-Id,dfsle__GenTemplate__c,Id,dfsle__GenTemplate__c,Id,TRUE,,,
dfsle__GenTemplate__c-OwnerId,dfsle__GenTemplate__c,OwnerId,dfsle__GenTemplate__c,OwnerId,TRUE,,,
dfsle__GenTemplate__c-IsDeleted,dfsle__GenTemplate__c,IsDeleted,dfsle__GenTemplate__c,IsDeleted,TRUE,,,
dfsle__GenTemplate__c-Name,dfsle__GenTemplate__c,Name,dfsle__GenTemplate__c,Name,TRUE,,,
dfsle__GenTemplate__c-CreatedDate,dfsle__GenTemplate__c,CreatedDate,dfsle__GenTemplate__c,CreatedDate,TRUE,,,
dfsle__GenTemplate__c-CreatedById,dfsle__GenTemplate__c,CreatedById,dfsle__GenTemplate__c,CreatedById,TRUE,,,
dfsle__GenTemplate__c-LastModifiedDate,dfsle__GenTemplate__c,LastModifiedDate,dfsle__GenTemplate__c,LastModifiedDate,TRUE,,,
dfsle__GenTemplate__c-LastModifiedById,dfsle__GenTemplate__c,LastModifiedById,dfsle__GenTemplate__c,LastModifiedById,TRUE,,,
dfsle__GenTemplate__c-SystemModstamp,dfsle__GenTemplate__c,SystemModstamp,dfsle__GenTemplate__c,SystemModstamp,TRUE,,,
dfsle__GenTemplate__c-LastActivityDate,dfsle__GenTemplate__c,LastActivityDate,dfsle__GenTemplate__c,LastActivityDate,TRUE,,,
dfsle__GenTemplate__c-LastViewedDate,dfsle__GenTemplate__c,LastViewedDate,dfsle__GenTemplate__c,LastViewedDate,TRUE,,,
dfsle__GenTemplate__c-LastReferencedDate,dfsle__GenTemplate__c,LastReferencedDate,dfsle__GenTemplate__c,LastReferencedDate,TRUE,,,
dfsle__GenTemplate__c-dfsle__AgreementMetadata__c,dfsle__GenTemplate__c,dfsle__AgreementMetadata__c,dfsle__GenTemplate__c,dfsle__AgreementMetadata__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__ApplyCLMWorkflow__c,dfsle__GenTemplate__c,dfsle__ApplyCLMWorkflow__c,dfsle__GenTemplate__c,dfsle__ApplyCLMWorkflow__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__Description__c,dfsle__GenTemplate__c,dfsle__Description__c,dfsle__GenTemplate__c,dfsle__Description__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__DocumentTargetLocation__c,dfsle__GenTemplate__c,dfsle__DocumentTargetLocation__c,dfsle__GenTemplate__c,dfsle__DocumentTargetLocation__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__EnvelopeConfiguration__c,dfsle__GenTemplate__c,dfsle__EnvelopeConfiguration__c,dfsle__GenTemplate__c,dfsle__EnvelopeConfiguration__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__FileName__c,dfsle__GenTemplate__c,dfsle__FileName__c,dfsle__GenTemplate__c,dfsle__FileName__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__FileSuffix__c,dfsle__GenTemplate__c,dfsle__FileSuffix__c,dfsle__GenTemplate__c,dfsle__FileSuffix__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__HasPreviewedDocuments__c,dfsle__GenTemplate__c,dfsle__HasPreviewedDocuments__c,dfsle__GenTemplate__c,dfsle__HasPreviewedDocuments__c,TRUE,,,
dfsle__GenTemplate__c-dfsle__InvoiceMappings__c,dfsle__GenTemplate__c,dfsle__InvoiceMappings__c,dfsle__GenTemplate__c,dfsle__InvoiceMappings__c,TRUE,,,
